OrderID,Date,City,Category,Price,Quantity,CustomerAge,PaymentMethod,Rating,TotalAmount,Month,MonthNum,Weekday,AgeGroup,RevenueSegment
1432,2024-06-14,Kathmandu,Home & Kitchen,10091.66,1,32,eSewa,4.5,10091.66,June,6,Friday,25-34,Enterprise
1433,2024-07-15,Biratnagar,Groceries,112.83,3,44,Bank Transfer,4.1,338.49,July,7,Monday,35-44,Budget
1434,2024-06-01,Kathmandu,Groceries,1161.51,2,36,Bank Transfer,4.2,2323.02,June,6,Saturday,35-44,Standard
1435,2024-02-20,Pokhara,Home & Kitchen,8293.02,1,40,Khalti,4.1,8293.02,February,2,Tuesday,35-44,Premium
1436,2024-07-07,Lalitpur,Books,1860.84,1,20,Bank Transfer,5.0,1860.84,July,7,Sunday,16-24,Budget
1437,2024-02-28,Bhaktapur,Beauty,2637.08,1,18,eSewa,4.8,2637.08,February,2,Wednesday,16-24,Standard
1438,2024-08-01,Lalitpur,Home & Kitchen,6676.35,1,35,eSewa,4.0,6676.35,August,8,Thursday,35-44,Premium
1439,2024-02-12,Pokhara,Clothing,4005.96,1,30,Bank Transfer,4.1,4005.96,February,2,Monday,25-34,Standard
1440,2024-11-17,Lalitpur,Home & Kitchen,7736.64,1,33,Khalti,3.9,7736.64,November,11,Sunday,25-34,Premium
1441,2024-01-08,Kathmandu,Home & Kitchen,5839.93,1,31,Khalti,4.0,5839.93,January,1,Monday,25-34,Premium
1442,2024-02-14,Chitwan,Books,2045.33,1,20,Cash on Delivery,5.0,2045.33,February,2,Wednesday,16-24,Standard
1443,2024-08-21,Bhaktapur,Electronics,16559.8675,1,44,Bank Transfer,5.0,16559.8675,August,8,Wednesday,35-44,Enterprise
1444,2024-08-18,Pokhara,Beauty,530.86,1,44,Cash on Delivery,3.3,530.86,August,8,Sunday,35-44,Budget
1445,2024-03-11,Kathmandu,Beauty,614.88,1,28,eSewa,2.9,614.88,March,3,Monday,25-34,Budget
1446,2024-03-24,Chitwan,Clothing,836.7,1,30,Cash on Delivery,3.7,836.7,March,3,Sunday,25-34,Budget
1447,2024-02-25,Kathmandu,Books,1965.63,1,23,Cash on Delivery,3.1,1965.63,February,2,Sunday,16-24,Budget
1448,2024-08-10,Bhaktapur,Home & Kitchen,3789.2,2,25,Cash on Delivery,3.9,7578.4,August,8,Saturday,25-34,Premium
1449,2024-07-10,Lalitpur,Groceries,1452.18,2,19,Khalti,4.1,2904.36,July,7,Wednesday,16-24,Standard
1450,2024-09-03,Chitwan,Home & Kitchen,7727.25,1,43,eSewa,3.5,7727.25,September,9,Tuesday,35-44,Premium
1451,2024-06-24,Lalitpur,Clothing,2562.94,2,31,Cash on Delivery,3.3,5125.88,June,6,Monday,25-34,Premium
1452,2024-11-28,Bhaktapur,Home & Kitchen,1024.69,1,16,Cash on Delivery,2.9,1024.69,November,11,Thursday,16-24,Budget
1453,2024-10-21,Pokhara,Electronics,16559.8675,1,25,eSewa,4.4,16559.8675,October,10,Monday,25-34,Enterprise
1454,2024-03-17,Lalitpur,Electronics,16559.8675,1,49,eSewa,4.0,16559.8675,March,3,Sunday,45-54,Enterprise
1455,2024-07-09,Lalitpur,Electronics,16559.8675,1,24,eSewa,3.4,16559.8675,July,7,Tuesday,16-24,Enterprise
1456,2024-04-05,Chitwan,Beauty,1804.26,3,30,eSewa,4.5,5412.78,April,4,Friday,25-34,Premium
1457,2024-09-12,Kathmandu,Books,907.84,3,40,eSewa,4.3,2723.52,September,9,Thursday,35-44,Standard
1458,2024-10-13,Kathmandu,Books,2967.86,1,26,eSewa,4.5,2967.86,October,10,Sunday,25-34,Standard
1459,2024-10-02,Pokhara,Beauty,2606.87,1,23,Khalti,3.4,2606.87,October,10,Wednesday,16-24,Standard
1460,2024-08-06,Kathmandu,Beauty,646.97,1,21,eSewa,3.6,646.97,August,8,Tuesday,16-24,Budget
1461,2024-06-04,Bhaktapur,Groceries,1515.87,1,29,Khalti,3.1,1515.87,June,6,Tuesday,25-34,Budget
1462,2024-08-08,Bhaktapur,Electronics,16559.8675,3,48,Cash on Delivery,3.9,49679.6025,August,8,Thursday,45-54,Enterprise
1463,2024-07-19,Pokhara,Electronics,16559.8675,1,26,Khalti,4.4,16559.8675,July,7,Friday,25-34,Enterprise
1464,2024-06-30,Chitwan,Books,1743.25,1,35,eSewa,4.7,1743.25,June,6,Sunday,35-44,Budget
1465,2024-03-12,Chitwan,Home & Kitchen,11089.3,1,37,eSewa,5.0,11089.3,March,3,Tuesday,35-44,Enterprise
1466,2024-09-29,Kathmandu,Groceries,1901.85,1,40,Cash on Delivery,4.2,1901.85,September,9,Sunday,35-44,Budget
1467,2024-07-10,Pokhara,Books,1224.48,1,27,Khalti,4.1,1224.48,July,7,Wednesday,25-34,Budget
1468,2024-04-13,Chitwan,Electronics,16559.8675,1,36,Cash on Delivery,2.9,16559.8675,April,4,Saturday,35-44,Enterprise
1469,2024-10-19,Biratnagar,Books,1027.83,1,21,eSewa,4.9,1027.83,October,10,Saturday,16-24,Budget
1470,2024-04-14,Kathmandu,Clothing,2550.29,1,42,eSewa,3.9,2550.29,April,4,Sunday,35-44,Standard
1471,2024-07-28,Chitwan,Books,421.03,1,32,Bank Transfer,4.1,421.03,July,7,Sunday,25-34,Budget
1472,2024-05-16,Kathmandu,Clothing,4678.84,1,20,eSewa,4.9,4678.84,May,5,Thursday,16-24,Standard
1473,2024-09-06,Kathmandu,Beauty,1952.84,1,18,eSewa,4.8,1952.84,September,9,Friday,16-24,Budget
1474,2024-04-22,Kathmandu,Beauty,724.75,3,35,Khalti,3.2,2174.25,April,4,Monday,35-44,Standard
1475,2024-05-19,Chitwan,Clothing,4352.6,1,40,eSewa,3.2,4352.6,May,5,Sunday,35-44,Standard
1476,2024-05-28,Pokhara,Electronics,16559.8675,3,32,eSewa,5.0,49679.6025,May,5,Tuesday,25-34,Enterprise
1477,2024-10-28,Lalitpur,Clothing,1849.74,1,16,Khalti,5.0,1849.74,October,10,Monday,16-24,Budget
1478,2024-03-31,Chitwan,Groceries,925.5,2,32,Cash on Delivery,5.0,1851.0,March,3,Sunday,25-34,Budget
1479,2024-06-28,Kathmandu,Groceries,1086.06,1,34,eSewa,4.5,1086.06,June,6,Friday,25-34,Budget
1480,2024-08-24,Lalitpur,Beauty,579.95,1,32,Cash on Delivery,3.9,579.95,August,8,Saturday,25-34,Budget
1481,2024-04-17,Kathmandu,Home & Kitchen,9560.61,2,32,eSewa,3.1,19121.22,April,4,Wednesday,25-34,Enterprise
1482,2024-04-03,Kathmandu,Beauty,1211.1,1,29,eSewa,4.5,1211.1,April,4,Wednesday,25-34,Budget
1483,2024-10-04,Kathmandu,Home & Kitchen,1186.95,1,17,Khalti,4.6,1186.95,October,10,Friday,16-24,Budget
1484,2024-01-22,Pokhara,Books,2713.68,2,30,Cash on Delivery,3.0,5427.36,January,1,Monday,25-34,Premium
1485,2024-06-14,Pokhara,Electronics,16559.8675,1,41,eSewa,4.0,16559.8675,June,6,Friday,35-44,Enterprise
1486,2024-09-25,Pokhara,Beauty,2432.95,2,33,eSewa,4.1,4865.9,September,9,Wednesday,25-34,Standard
1487,2024-01-26,Chitwan,Books,414.39,1,20,eSewa,3.4,414.39,January,1,Friday,16-24,Budget
1488,2024-01-14,Biratnagar,Clothing,4870.18,1,23,Khalti,3.5,4870.18,January,1,Sunday,16-24,Standard
1489,2024-04-09,Bhaktapur,Groceries,205.7,1,24,Cash on Delivery,2.6,205.7,April,4,Tuesday,16-24,Budget
1490,2024-05-20,Lalitpur,Clothing,976.43,1,16,eSewa,4.3,976.43,May,5,Monday,16-24,Budget
1491,2024-08-07,Chitwan,Books,708.98,1,26,Khalti,3.7,708.98,August,8,Wednesday,25-34,Budget
1492,2024-10-06,Chitwan,Clothing,3006.68,1,22,Cash on Delivery,3.2,3006.68,October,10,Sunday,16-24,Standard
1493,2024-11-08,Kathmandu,Home & Kitchen,13813.17,1,27,eSewa,3.6,13813.17,November,11,Friday,25-34,Enterprise
1494,2024-06-19,Biratnagar,Beauty,1885.29,2,32,Khalti,3.8,3770.58,June,6,Wednesday,25-34,Standard
1495,2024-04-05,Kathmandu,Clothing,4298.96,1,28,Cash on Delivery,4.3,4298.96,April,4,Friday,25-34,Standard
1496,2024-04-05,Chitwan,Groceries,2088.37,2,43,eSewa,3.5,4176.74,April,4,Friday,35-44,Standard
1497,2024-07-11,Pokhara,Books,2497.2,1,23,Bank Transfer,4.8,2497.2,July,7,Thursday,16-24,Standard
1498,2024-09-26,Bhaktapur,Groceries,2494.29,1,33,eSewa,3.2,2494.29,September,9,Thursday,25-34,Standard
1499,2024-08-24,Lalitpur,Home & Kitchen,8559.71,1,42,Cash on Delivery,3.9,8559.71,August,8,Saturday,35-44,Premium
1500,2024-01-25,Lalitpur,Books,1300.69,1,30,eSewa,4.4,1300.69,January,1,Thursday,25-34,Budget
1501,2024-07-27,Kathmandu,Groceries,2092.36,3,24,eSewa,4.0,6277.08,July,7,Saturday,16-24,Premium
1502,2024-07-05,Lalitpur,Electronics,3057.0,2,29,Khalti,4.1,6114.0,July,7,Friday,25-34,Premium
1503,2024-11-10,Lalitpur,Beauty,2395.0,1,44,eSewa,4.4,2395.0,November,11,Sunday,35-44,Standard
1504,2024-05-20,Biratnagar,Books,744.45,1,24,eSewa,4.6,744.45,May,5,Monday,16-24,Budget
1505,2024-10-18,Pokhara,Beauty,624.09,1,37,eSewa,3.8,624.09,October,10,Friday,35-44,Budget
1506,2024-05-03,Bhaktapur,Books,2306.91,1,28,Cash on Delivery,5.0,2306.91,May,5,Friday,25-34,Standard
1507,2024-03-04,Kathmandu,Home & Kitchen,3091.42,1,30,Cash on Delivery,4.8,3091.42,March,3,Monday,25-34,Standard
1508,2024-05-25,Kathmandu,Home & Kitchen,6589.56,1,29,Cash on Delivery,3.8,6589.56,May,5,Saturday,25-34,Premium
1509,2024-12-21,Biratnagar,Beauty,1212.12,4,27,eSewa,4.6,4848.48,December,12,Saturday,25-34,Standard
1510,2024-11-30,Biratnagar,Groceries,1655.45,2,38,Khalti,4.5,3310.9,November,11,Saturday,35-44,Standard
1511,2024-10-04,Lalitpur,Home & Kitchen,10120.68,1,26,Bank Transfer,3.9,10120.68,October,10,Friday,25-34,Enterprise
1512,2024-06-07,Lalitpur,Clothing,2770.79,1,39,eSewa,4.1,2770.79,June,6,Friday,35-44,Standard
1513,2024-05-17,Pokhara,Beauty,3141.62,1,36,Cash on Delivery,2.6,3141.62,May,5,Friday,35-44,Standard
1514,2024-03-28,Biratnagar,Books,265.89,1,43,eSewa,4.3,265.89,March,3,Thursday,35-44,Budget
1515,2024-12-13,Kathmandu,Clothing,1641.13,1,40,Cash on Delivery,4.6,1641.13,December,12,Friday,35-44,Budget
1516,2024-10-22,Kathmandu,Clothing,4395.03,1,20,eSewa,3.8,4395.03,October,10,Tuesday,16-24,Standard
1517,2024-11-28,Lalitpur,Clothing,3615.59,1,18,Cash on Delivery,4.7,3615.59,November,11,Thursday,16-24,Standard
1518,2024-12-28,Kathmandu,Beauty,2542.19,2,16,eSewa,5.0,5084.38,December,12,Saturday,16-24,Premium
1519,2024-08-13,Biratnagar,Clothing,561.57,1,43,Cash on Delivery,4.0,561.57,August,8,Tuesday,35-44,Budget
1520,2024-06-07,Biratnagar,Home & Kitchen,3279.99,1,41,eSewa,3.8,3279.99,June,6,Friday,35-44,Standard
1521,2024-04-19,Kathmandu,Home & Kitchen,8807.66,1,16,Bank Transfer,4.9,8807.66,April,4,Friday,16-24,Premium
1522,2024-06-21,Kathmandu,Home & Kitchen,2939.76,2,47,Bank Transfer,4.3,5879.52,June,6,Friday,45-54,Premium
1523,2024-05-27,Chitwan,Electronics,16559.8675,2,22,Cash on Delivery,3.5,33119.735,May,5,Monday,16-24,Enterprise
1524,2024-07-16,Bhaktapur,Groceries,1524.31,1,29,eSewa,1.5,1524.31,July,7,Tuesday,25-34,Budget
1525,2024-07-24,Kathmandu,Groceries,1064.87,2,18,eSewa,3.5,2129.74,July,7,Wednesday,16-24,Standard
1526,2024-07-19,Lalitpur,Beauty,3843.24,1,26,Cash on Delivery,5.0,3843.24,July,7,Friday,25-34,Standard
1527,2024-09-03,Pokhara,Beauty,1738.29,1,22,eSewa,4.0,1738.29,September,9,Tuesday,16-24,Budget
1528,2024-02-27,Pokhara,Home & Kitchen,9074.55,2,28,Cash on Delivery,2.5,18149.1,February,2,Tuesday,25-34,Enterprise
1529,2024-07-06,Kathmandu,Beauty,2870.22,1,45,Cash on Delivery,4.7,2870.22,July,7,Saturday,45-54,Standard
1530,2024-10-01,Bhaktapur,Electronics,16559.8675,1,19,eSewa,4.5,16559.8675,October,10,Tuesday,16-24,Enterprise
1531,2024-12-30,Biratnagar,Books,1061.08,1,27,Bank Transfer,3.9,1061.08,December,12,Monday,25-34,Budget
1532,2024-05-16,Kathmandu,Groceries,1248.38,1,40,eSewa,5.0,1248.38,May,5,Thursday,35-44,Budget
1533,2024-04-07,Pokhara,Clothing,1830.49,3,20,eSewa,4.8,5491.47,April,4,Sunday,16-24,Premium
1534,2024-11-23,Lalitpur,Clothing,1192.64,4,22,Khalti,5.0,4770.56,November,11,Saturday,16-24,Standard
1535,2024-12-23,Lalitpur,Beauty,3987.29,2,36,eSewa,3.9,7974.58,December,12,Monday,35-44,Premium
1536,2024-02-23,Kathmandu,Electronics,16559.8675,2,21,Cash on Delivery,5.0,33119.735,February,2,Friday,16-24,Enterprise
1537,2024-08-02,Biratnagar,Books,1060.27,1,30,eSewa,2.7,1060.27,August,8,Friday,25-34,Budget
1538,2024-06-12,Kathmandu,Electronics,6067.11,1,29,eSewa,3.5,6067.11,June,6,Wednesday,25-34,Premium
1539,2024-03-19,Pokhara,Books,1193.24,1,43,Khalti,5.0,1193.24,March,3,Tuesday,35-44,Budget
1540,2024-01-07,Lalitpur,Clothing,776.51,2,52,Khalti,4.1,1553.02,January,1,Sunday,45-54,Budget
1541,2024-08-23,Pokhara,Books,2630.87,1,34,eSewa,3.5,2630.87,August,8,Friday,25-34,Standard
1542,2024-06-26,Biratnagar,Clothing,1467.12,1,16,Cash on Delivery,4.8,1467.12,June,6,Wednesday,16-24,Budget
1543,2024-02-01,Chitwan,Clothing,2884.87,1,16,eSewa,3.5,2884.87,February,2,Thursday,16-24,Standard
1544,2024-01-17,Pokhara,Groceries,1138.65,1,27,eSewa,4.1,1138.65,January,1,Wednesday,25-34,Budget
1545,2024-04-17,Chitwan,Books,424.52,1,17,eSewa,3.3,424.52,April,4,Wednesday,16-24,Budget
1546,2024-03-27,Kathmandu,Beauty,760.08,2,43,Cash on Delivery,2.8,1520.16,March,3,Wednesday,35-44,Budget
1547,2024-12-22,Kathmandu,Groceries,1339.08,1,34,eSewa,5.0,1339.08,December,12,Sunday,25-34,Budget
1548,2024-06-09,Lalitpur,Books,441.17,2,40,eSewa,2.8,882.34,June,6,Sunday,35-44,Budget
1549,2024-06-19,Pokhara,Home & Kitchen,1574.83,1,33,Cash on Delivery,4.3,1574.83,June,6,Wednesday,25-34,Budget
1550,2024-07-14,Pokhara,Clothing,2485.18,1,32,Cash on Delivery,5.0,2485.18,July,7,Sunday,25-34,Standard
1551,2024-03-25,Pokhara,Books,1505.13,1,30,Khalti,4.6,1505.13,March,3,Monday,25-34,Budget
1552,2024-05-29,Kathmandu,Home & Kitchen,1003.5,1,42,Khalti,4.5,1003.5,May,5,Wednesday,35-44,Budget
1553,2024-05-02,Kathmandu,Clothing,2943.49,1,25,Khalti,4.1,2943.49,May,5,Thursday,25-34,Standard
1554,2024-12-14,Pokhara,Books,1278.29,2,39,eSewa,3.8,2556.58,December,12,Saturday,35-44,Standard
1555,2024-05-15,Lalitpur,Home & Kitchen,904.14,1,39,Khalti,4.2,904.14,May,5,Wednesday,35-44,Budget
1556,2024-11-22,Kathmandu,Beauty,720.1,3,31,Khalti,3.0,2160.3,November,11,Friday,25-34,Standard
1557,2024-07-18,Kathmandu,Electronics,16559.8675,1,16,Khalti,4.2,16559.8675,July,7,Thursday,16-24,Enterprise
1558,2024-01-25,Kathmandu,Groceries,1757.74,2,38,eSewa,2.4,3515.48,January,1,Thursday,35-44,Standard
1559,2024-02-25,Pokhara,Home & Kitchen,3212.19,1,16,eSewa,3.8,3212.19,February,2,Sunday,16-24,Standard
1560,2024-11-18,Chitwan,Electronics,3777.56,5,34,eSewa,4.1,18887.8,November,11,Monday,25-34,Enterprise
1561,2024-04-27,Lalitpur,Beauty,1176.62,1,33,eSewa,3.0,1176.62,April,4,Saturday,25-34,Budget
1562,2024-09-05,Lalitpur,Home & Kitchen,1832.84,1,25,Cash on Delivery,4.8,1832.84,September,9,Thursday,25-34,Budget
1563,2024-08-20,Lalitpur,Books,2525.74,1,36,eSewa,5.0,2525.74,August,8,Tuesday,35-44,Standard
1564,2024-12-13,Bhaktapur,Groceries,902.06,2,33,eSewa,2.3,1804.12,December,12,Friday,25-34,Budget
1565,2024-04-07,Lalitpur,Books,366.93,1,47,Khalti,3.7,366.93,April,4,Sunday,45-54,Budget
1566,2024-06-21,Kathmandu,Home & Kitchen,14950.67,1,42,Khalti,3.2,14950.67,June,6,Friday,35-44,Enterprise
1567,2024-08-12,Lalitpur,Books,2828.26,1,24,eSewa,3.3,2828.26,August,8,Monday,16-24,Standard
1568,2024-05-14,Biratnagar,Groceries,2086.0,1,16,Cash on Delivery,4.4,2086.0,May,5,Tuesday,16-24,Standard
1569,2024-10-22,Lalitpur,Beauty,1825.89,1,19,eSewa,4.1,1825.89,October,10,Tuesday,16-24,Budget
1570,2024-01-25,Kathmandu,Beauty,525.44,1,37,eSewa,4.0,525.44,January,1,Thursday,35-44,Budget
1571,2024-06-16,Kathmandu,Books,267.05,1,23,eSewa,4.2,267.05,June,6,Sunday,16-24,Budget
1572,2024-02-04,Biratnagar,Electronics,16559.8675,1,32,Cash on Delivery,5.0,16559.8675,February,2,Sunday,25-34,Enterprise
1573,2024-01-25,Bhaktapur,Clothing,3321.36,2,31,eSewa,4.8,6642.72,January,1,Thursday,25-34,Premium
1574,2024-02-03,Pokhara,Clothing,1315.27,2,44,eSewa,5.0,2630.54,February,2,Saturday,35-44,Standard
1575,2024-01-10,Pokhara,Electronics,7190.56,1,23,Khalti,3.4,7190.56,January,1,Wednesday,16-24,Premium
1576,2024-06-16,Lalitpur,Electronics,16559.8675,1,29,Khalti,4.9,16559.8675,June,6,Sunday,25-34,Enterprise
1577,2024-09-16,Chitwan,Clothing,4486.61,2,30,Cash on Delivery,4.9,8973.22,September,9,Monday,25-34,Premium
1578,2024-09-23,Kathmandu,Books,359.93,1,48,eSewa,4.1,359.93,September,9,Monday,45-54,Budget
1579,2024-11-07,Chitwan,Electronics,16559.8675,1,40,eSewa,4.5,16559.8675,November,11,Thursday,35-44,Enterprise
1580,2024-08-10,Bhaktapur,Beauty,1422.53,2,29,eSewa,4.4,2845.06,August,8,Saturday,25-34,Standard
1581,2024-08-07,Kathmandu,Clothing,4843.44,1,16,Khalti,4.1,4843.44,August,8,Wednesday,16-24,Standard
1582,2024-08-01,Pokhara,Books,1077.15,1,22,Cash on Delivery,3.6,1077.15,August,8,Thursday,16-24,Budget
1583,2024-02-04,Biratnagar,Electronics,16559.8675,2,16,eSewa,3.2,33119.735,February,2,Sunday,16-24,Enterprise
1584,2024-08-07,Lalitpur,Books,505.24,1,56,Bank Transfer,3.4,505.24,August,8,Wednesday,55-70,Budget
1585,2024-01-06,Bhaktapur,Groceries,1984.2,1,31,eSewa,4.4,1984.2,January,1,Saturday,25-34,Budget
1586,2024-04-24,Kathmandu,Electronics,16559.8675,1,29,eSewa,4.0,16559.8675,April,4,Wednesday,25-34,Enterprise
1587,2024-11-23,Biratnagar,Books,2054.48,2,38,Cash on Delivery,3.5,4108.96,November,11,Saturday,35-44,Standard
1588,2024-11-07,Lalitpur,Beauty,2908.65,2,43,eSewa,5.0,5817.3,November,11,Thursday,35-44,Premium
1589,2024-06-20,Kathmandu,Groceries,2402.73,1,34,Khalti,4.9,2402.73,June,6,Thursday,25-34,Standard
1590,2024-07-27,Pokhara,Home & Kitchen,9005.16,1,33,Cash on Delivery,4.4,9005.16,July,7,Saturday,25-34,Premium
1591,2024-09-09,Chitwan,Books,1326.23,1,26,eSewa,3.5,1326.23,September,9,Monday,25-34,Budget
1592,2024-11-30,Kathmandu,Clothing,2335.0,2,38,eSewa,3.8,4670.0,November,11,Saturday,35-44,Standard
1593,2024-12-19,Bhaktapur,Groceries,1611.11,2,20,eSewa,3.9,3222.22,December,12,Thursday,16-24,Standard
1594,2024-03-19,Pokhara,Electronics,15237.24,1,32,Khalti,2.4,15237.24,March,3,Tuesday,25-34,Enterprise
1595,2024-02-07,Kathmandu,Beauty,423.09,1,24,Khalti,2.2,423.09,February,2,Wednesday,16-24,Budget
1596,2024-03-25,Pokhara,Electronics,16559.8675,1,33,eSewa,4.8,16559.8675,March,3,Monday,25-34,Enterprise
1597,2024-12-15,Lalitpur,Clothing,707.28,3,29,Bank Transfer,4.1,2121.84,December,12,Sunday,25-34,Standard
1598,2024-07-15,Biratnagar,Groceries,231.36,1,31,Khalti,3.3,231.36,July,7,Monday,25-34,Budget
1599,2024-09-07,Kathmandu,Books,2278.42,1,32,Khalti,4.2,2278.42,September,9,Saturday,25-34,Standard
1600,2024-06-19,Bhaktapur,Home & Kitchen,8075.98,1,21,Cash on Delivery,4.7,8075.98,June,6,Wednesday,16-24,Premium
1601,2024-03-27,Bhaktapur,Home & Kitchen,14919.49,1,37,eSewa,3.0,14919.49,March,3,Wednesday,35-44,Enterprise
1602,2024-10-21,Biratnagar,Books,1155.48,1,32,Cash on Delivery,4.4,1155.48,October,10,Monday,25-34,Budget
1603,2024-11-18,Biratnagar,Books,2378.53,1,35,eSewa,2.6,2378.53,November,11,Monday,35-44,Standard
1604,2024-02-21,Biratnagar,Clothing,2922.78,5,32,Cash on Delivery,2.7,14613.900000000001,February,2,Wednesday,25-34,Enterprise
1605,2024-07-16,Kathmandu,Home & Kitchen,14347.4,1,20,eSewa,3.5,14347.4,July,7,Tuesday,16-24,Enterprise
1606,2024-11-11,Pokhara,Groceries,1127.57,1,38,Bank Transfer,3.9,1127.57,November,11,Monday,35-44,Budget
1607,2024-01-31,Kathmandu,Beauty,3028.42,1,40,eSewa,3.1,3028.42,January,1,Wednesday,35-44,Standard
1608,2024-02-26,Kathmandu,Books,2210.21,1,31,eSewa,5.0,2210.21,February,2,Monday,25-34,Standard
1609,2024-01-16,Kathmandu,Groceries,1243.66,2,44,Bank Transfer,4.2,2487.32,January,1,Tuesday,35-44,Standard
1610,2024-06-29,Kathmandu,Groceries,134.51,2,22,Khalti,2.9,269.02,June,6,Saturday,16-24,Budget
1611,2024-01-02,Kathmandu,Books,1447.27,1,30,Cash on Delivery,2.5,1447.27,January,1,Tuesday,25-34,Budget
1612,2024-02-27,Kathmandu,Electronics,16559.8675,1,18,eSewa,4.1,16559.8675,February,2,Tuesday,16-24,Enterprise
1613,2024-01-27,Pokhara,Clothing,1444.54,1,35,eSewa,4.0,1444.54,January,1,Saturday,35-44,Budget
1614,2024-04-28,Pokhara,Clothing,989.07,5,44,Khalti,4.0,4945.35,April,4,Sunday,35-44,Standard
1615,2024-05-30,Bhaktapur,Beauty,840.28,3,34,Bank Transfer,4.8,2520.84,May,5,Thursday,25-34,Standard
1616,2024-08-11,Chitwan,Electronics,16559.8675,1,40,Cash on Delivery,4.1,16559.8675,August,8,Sunday,35-44,Enterprise
1617,2024-03-14,Chitwan,Beauty,1713.86,1,37,Bank Transfer,5.0,1713.86,March,3,Thursday,35-44,Budget
1618,2024-10-10,Kathmandu,Electronics,16559.8675,2,42,eSewa,4.0,33119.735,October,10,Thursday,35-44,Enterprise
1619,2024-03-29,Bhaktapur,Home & Kitchen,8145.57,1,26,Khalti,4.0,8145.57,March,3,Friday,25-34,Premium
1620,2024-12-09,Kathmandu,Groceries,308.97,1,25,Bank Transfer,3.9,308.97,December,12,Monday,25-34,Budget
1621,2024-05-16,Kathmandu,Clothing,2287.72,1,31,Khalti,3.3,2287.72,May,5,Thursday,25-34,Standard
1622,2024-07-01,Kathmandu,Clothing,3837.05,1,30,Khalti,5.0,3837.05,July,7,Monday,25-34,Standard
1623,2024-08-10,Kathmandu,Electronics,16559.8675,2,54,Khalti,4.2,33119.735,August,8,Saturday,45-54,Enterprise
1624,2024-09-27,Kathmandu,Home & Kitchen,1504.4,1,47,eSewa,4.0,1504.4,September,9,Friday,45-54,Budget
1625,2024-10-24,Lalitpur,Electronics,16559.8675,1,24,eSewa,2.7,16559.8675,October,10,Thursday,16-24,Enterprise
1626,2024-12-20,Chitwan,Groceries,1140.87,2,34,eSewa,5.0,2281.74,December,12,Friday,25-34,Standard
1627,2024-11-13,Pokhara,Home & Kitchen,12232.38,2,42,Khalti,2.7,24464.76,November,11,Wednesday,35-44,Enterprise
1628,2024-08-20,Kathmandu,Books,1977.28,1,32,Khalti,3.4,1977.28,August,8,Tuesday,25-34,Budget
1629,2024-03-08,Bhaktapur,Electronics,16559.8675,1,29,Khalti,4.5,16559.8675,March,3,Friday,25-34,Enterprise
1630,2024-03-18,Kathmandu,Home & Kitchen,14461.85,1,30,eSewa,4.0,14461.85,March,3,Monday,25-34,Enterprise
1631,2024-03-27,Kathmandu,Home & Kitchen,1563.7,1,38,Khalti,4.5,1563.7,March,3,Wednesday,35-44,Budget
1632,2024-07-01,Bhaktapur,Home & Kitchen,12968.89,3,16,Khalti,4.8,38906.67,July,7,Monday,16-24,Enterprise
1633,2024-01-18,Kathmandu,Books,1592.31,1,33,Khalti,5.0,1592.31,January,1,Thursday,25-34,Budget
1634,2024-04-16,Kathmandu,Groceries,916.01,2,42,eSewa,3.2,1832.02,April,4,Tuesday,35-44,Budget
1635,2024-10-19,Kathmandu,Groceries,497.2,2,26,Khalti,3.5,994.4,October,10,Saturday,25-34,Budget
1636,2024-04-15,Lalitpur,Beauty,3395.16,2,30,Cash on Delivery,4.0,6790.32,April,4,Monday,25-34,Premium
1637,2024-02-03,Kathmandu,Home & Kitchen,3538.76,1,24,eSewa,4.4,3538.76,February,2,Saturday,16-24,Standard
1638,2024-12-19,Pokhara,Groceries,1257.46,1,33,Cash on Delivery,4.2,1257.46,December,12,Thursday,25-34,Budget
1639,2024-09-18,Kathmandu,Clothing,1046.37,2,40,Khalti,5.0,2092.74,September,9,Wednesday,35-44,Standard
1640,2024-05-03,Pokhara,Electronics,16559.8675,1,34,eSewa,3.7,16559.8675,May,5,Friday,25-34,Enterprise
1641,2024-08-27,Pokhara,Beauty,1726.55,1,33,eSewa,2.7,1726.55,August,8,Tuesday,25-34,Budget
1642,2024-05-08,Bhaktapur,Home & Kitchen,13901.56,1,31,eSewa,4.2,13901.56,May,5,Wednesday,25-34,Enterprise
1643,2024-05-24,Lalitpur,Clothing,4642.41,1,28,Cash on Delivery,3.7,4642.41,May,5,Friday,25-34,Standard
1644,2024-02-08,Pokhara,Beauty,2216.64,1,23,eSewa,4.0,2216.64,February,2,Thursday,16-24,Standard
1645,2024-04-19,Biratnagar,Home & Kitchen,4205.44,1,31,Khalti,4.1,4205.44,April,4,Friday,25-34,Standard
1646,2024-12-08,Kathmandu,Clothing,2310.38,1,29,Cash on Delivery,3.6,2310.38,December,12,Sunday,25-34,Standard
1647,2024-03-24,Pokhara,Clothing,952.53,1,45,eSewa,5.0,952.53,March,3,Sunday,45-54,Budget
1648,2024-12-08,Bhaktapur,Beauty,3573.79,1,32,Cash on Delivery,4.9,3573.79,December,12,Sunday,25-34,Standard
1649,2024-12-15,Pokhara,Home & Kitchen,12844.18,1,22,eSewa,4.9,12844.18,December,12,Sunday,16-24,Enterprise
